true_idx,predicted_idx,true_class,predicted_class,count
189,188,03545_Animalia_Chordata_Aves_Columbiformes_Columbidae_Zenaida_auriculata,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3
273,275,04997_Animalia_Chordata_Reptilia_Squamata_Elapidae_Pseudechis_porphyriacus,05028_Animalia_Chordata_Reptilia_Squamata_Lamprophiidae_Pseudaspis_cana,3
135,123,02594_Animalia_Arthropoda_Insecta_Odonata_Platycnemididae_Platycnemis_pennipes,02372_Animalia_Arthropoda_Insecta_Odonata_Coenagrionidae_Enallagma_durum,3
275,267,05028_Animalia_Chordata_Reptilia_Squamata_Lamprophiidae_Pseudaspis_cana,04919_Animalia_Chordata_Reptilia_Squamata_Colubridae_Lampropeltis_calligaster,3
227,226,04275_Animalia_Chordata_Aves_Passeriformes_Turdidae_Sialia_sialis,04274_Animalia_Chordata_Aves_Passeriformes_Turdidae_Sialia_mexicana,3
430,478,08188_Plantae_Tracheophyta_Magnoliopsida_Fagales_Fagaceae_Quercus_kelloggii,09313_Plantae_Tracheophyta_Magnoliopsida_Rosales_Moraceae_Morus_alba,2
322,379,06109_Plantae_Tracheophyta_Liliopsida_Commelinales_Commelinaceae_Tradescantia_fluminensis,07266_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Nasturtium_officinale,2
67,71,01339_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Atalopedes_campestris,01397_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Polites_vibex,2
445,378,08627_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Phrymaceae_Erythranthe_guttata,07259_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Lepidium_lasiocarpum,2
313,315,05962_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Crocus_vernus,05982_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Olsynium_douglasii,2
340,485,06555_Plantae_Tracheophyta_Magnoliopsida_Apiales_Araliaceae_Hedera_helix,09511_Plantae_Tracheophyta_Magnoliopsida_Rosales_Urticaceae_Parietaria_judaica,2
128,120,02473_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Brechmorhoga_mendax,02312_Animalia_Arthropoda_Insecta_Odonata_Aeshnidae_Aeshna_mixta,2
141,145,02794_Animalia_Chordata_Actinopterygii_Perciformes_Acanthuridae_Naso_lituratus,02843_Animalia_Chordata_Actinopterygii_Perciformes_Labridae_Thalassoma_bifasciatum,2
260,166,04860_Animalia_Chordata_Reptilia_Crocodylia_Alligatoridae_Caiman_crocodilus,03290_Animalia_Chordata_Aves_Caprimulgiformes_Caprimulgidae_Caprimulgus_europaeus,2
494,309,09822_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Pinus_elliottii,05823_Plantae_Tracheophyta_Liliopsida_Arecales_Arecaceae_Chamaerops_humilis,2
3,0,00059_Animalia_Arthropoda_Arachnida_Araneae_Lycosidae_Hogna_radiata,00004_Animalia_Arthropoda_Arachnida_Araneae_Agelenidae_Eratigena_duellica,2
479,396,09318_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rhamnaceae_Ceanothus_americanus,07628_Plantae_Tracheophyta_Magnoliopsida_Cucurbitales_Cucurbitaceae_Marah_fabacea,2
277,166,05056_Animalia_Chordata_Reptilia_Squamata_Phrynosomatidae_Sceloporus_poinsettii,03290_Animalia_Chordata_Aves_Caprimulgiformes_Caprimulgidae_Caprimulgus_europaeus,2
